ID,PageRank,Component
94416,5.97855780097122,0
7722,2.051787517435654,0
108673,0.3776194332200951,0
154486,0.5612205595066352,0
47969,0.41635413416143713,0
584493,0.4077676593629498,0
296773,0.6945344992085711,0
2590,1.2546835086575825,0
130535,0.4102122495131258,0
249986,0.6334287674247896,0
191816,0.46024385842115023,0
216296,0.7895392982910154,0
100331,0.3776194332200951,0
234445,0.5292712013043303,0
208687,1.2059290455325338,0
99202,7.856295118502206,0
130916,0.3776194332200951,0
247365,1.2361066346428875,0
123515,0.3776194332200951,0
232693,0.46869247237818595,0
129936,0.4612024198896754,0
34390,0.6122943853317497,0
39890,0.8336941919771357,0
89248,3.3097906904517207,0
22790,0.3776194332200951,0
15324,0.3776194332200951,0
60992,0.3962567487202092,0
118258,0.3776194332200951,0
94486,1.145351751172577,0
197366,1.3052720073649335,0
63277,0.6985959514571759,455266533376
251049,1.5869889305946663,0
24106,1.1324296717497924,0
26829,0.4574125275350076,0
122077,0.4846116059657887,0
50988,1.822126756113307,0
2834313,0.5022765755549541,0
201802,0.5182569252881071,0
177674,0.38741998464275074,0
32159,0.7071777629878762,0
121421,0.39157493401301163,0
283215,0.3776194332200951,0
26134,0.40217801383749335,0
194463,0.5377638215846815,0
24860,0.38741998464275074,0
20767,0.3776194332200951,0
17823,0.3858322486973252,0
5720,5.7621469495079465,0
17116,0.38840170142530445,0
24547,1.1556978653943129,0
145486,0.3776194332200951,0
6384,1.547675463184369,0
27945,1.6934416848256482,0
16707,0.44611154080556864,0
44619,0.6985959514571759,60129542146
107059,0.3776194332200951,0
217055,0.6560264389471855,0
249467,0.5430804104523742,0
301146,0.3776194332200951,0
61703,0.4853933650967452,0
38437,1.6693506364255009,0
43389,4.4976050168917086,0
29001,0.5756486063382655,0
57452,0.545753798668532,0
2623481,1.045350958652616,0
15539,0.3776194332200951,0
686372,0.5770614983876505,0
13802,0.4097170850438032,0
53741,0.8591864629453151,0
222639,0.8931007867115404,0
96215,0.38922808396300285,0
25540,0.4062148140447905,0
56789,1.2827494420478585,0
25122,0.4846116059657887,0
288652,0.5381076923386355,60129542144
157722,0.4081838180846598,0
100124,0.3776194332200951,0
192899,0.7613605881007725,0
15351,0.4022733805122375,0
2187,0.4832428633689519,0
147617,0.38922808396300285,0
1763,1.295678521860894,0
22673,0.3871391810712772,0
26104,0.3776194332200951,0
135790,0.4098928392592769,0
10725,0.3776194332200951,0
138498,0.4818430898920251,0
210248,0.4182909352229222,0
1445,0.41535145232288584,0
84768,5.2750437790807245,0
306957,0.45569431580786307,0
154972,0.5796081657883334,0
227727,0.3776194332200951,0
216707,0.3776194332200951,0
15197,0.3776194332200951,0
28862,0.5305147222924899,0
141766,0.3776194332200951,0
294558,0.7341525938164422,0
218845,0.3776194332200951,0
89176,10.299268588231074,0
79937,0.4432109154986404,0
162427,0.7082815184595691,0
129347,0.3776194332200951,0
18217,0.39082509106855545,0
216523,1.7455692422230762,0
264287,1.8844421057078138,0
22992,0.4077676593629498,0
5963,2.7335341088913583,0
144143,0.5375857610079324,0
140692,0.45477348952363117,0
24095,0.6985959514571759,0
11350,0.3776194332200951,0
69181,1.16038447258148,0
283530,1.2117211272257329,0
38441,1.542726460433794,0
138137,0.5381076923386355,0
370936,0.3776194332200951,0
18755,0.8590842105757163,0
40768,4.905952579232686,0
161418,0.3776194332200951,0
14158,0.4411049495053376,0
68749,5.825012672387001,0
142919,0.38544812878685314,0
75326,0.3916575076049746,0
16291,0.7095169817728035,0
13624,0.3776194332200951,0
140486,0.4347961135004176,0
34603,0.3952874878712299,0
4897,1.440342769598122,0
276945,0.4172874072141319,0
9211,1.052342566072319,0
406563,0.7207885718043077,0
93881,7.387034270041,0
301314,0.6985959514571759,1348619730944
62220,0.8908482074650877,0
26632,0.40434654313051954,0
59555,0.545753798668532,0
99509,8.776525783571163,0
45378,1.1319142510772349,0
25668,1.1171440158942376,0
54044,0.8171236214668154,0
37145,0.4781774541084318,0
228957,0.41431378770238586,0
123172,0.3776194332200951,0
100299,0.3776194332200951,0
21068,1.4491197653837804,0
365491,0.3776194332200951,455266533376
107900,0.3776194332200951,0
41730,0.47868337225590496,0
28686,0.3876088631324907,0
210702,0.9142825017776244,0
28207,1.1340745826767646,0
80278,0.6985959514571759,764504178690
20104,0.41013212761421014,0
288643,0.3776194332200951,60129542144
395190,0.416268667582613,0
4124,3.03500592651214,0
79891,0.6390493663438609,0
5600,1.485458087515639,0
39320,0.9226748475776856,0
441,0.5102963384485394,0
211355,0.8869599324174937,0
21015,1.2729988991419303,0
226274,0.3776194332200951,0
228104,0.5186566698162615,0
38106,1.3147877120038534,0
5289,2.7616595631287715,0
504779,0.3948892138473189,0
77219,0.3839293896864663,0
111428,0.3776194332200951,0
22304,0.3776194332200951,0
32535,0.5780289530423547,0
288646,0.5381076923386355,60129542144
162064,0.3776194332200951,0
120088,0.3776194332200951,0
55195,5.582196546598787,0
193307,0.3776194332200951,0
33976,0.593415245413834,0
33832,0.7656484421479924,0
144590,0.3776194332200951,0
179007,0.3776194332200951,1090921693184
757,0.6891606746179945,0
43002,0.5638849123726517,0
6458,5.524304101241526,0
264294,0.656145164052484,0
31921,2.234526850620192,0
104792,0.3776194332200951,0
139136,0.3776194332200951,0
77596,0.5867315901830523,0
5865,2.413799040384587,0
21085,0.3776194332200951,0
50485,0.6159587082717621,0
87812,2.209418273002078,0
139523,0.39157493401301163,0
159211,0.40318800698313123,0
58456,0.5661422696644619,0
167843,0.3776194332200951,0
19689,0.7752603032244494,0
127501,0.3936682591319491,0
4086,0.71464477736903,0
39599,1.6819164886797242,0
83131,0.8350619361254876,0
117489,0.3776194332200951,0
160806,0.3776194332200951,1082331758592
32537,2.0224977947132934,0
21171,0.6860182352164588,0
14405,0.3776194332200951,0
14382,0.4059206853725864,0
158208,0.39345620200965803,0
3169,1.834495177683342,0
9413,3.4727899964153943,0
26641,1.7224755206658457,0
103369,0.38544812878685314,0
373353,0.6985959514571759,644245094400
165703,0.3776194332200951,0
21000,1.002742871857005,0
59325,1.7756721116746694,0
154665,0.39344535877206227,0
102675,0.3776194332200951,0
82442,3.6375599336633675,0
5739,0.5281292558927535,0
5209,2.127274845428395,0
271504,0.6850180024658494,0
2988,0.39997821559832036,0
376297,0.981682921111829,0
4415,0.3776194332200951,60129542146
21577,0.47757756345366414,0
125159,0.4008678225694655,0
128417,0.3776194332200951,0
397289,0.3776194332200951,1486058684417
14634,0.40188107460917927,0
132748,0.3776194332200951,1348619730944
3795,0.6985959514571759,1090921693184
40360,0.539900616670465,0
17771,0.3936682591319491,0
25865,0.4769516732158447,0
8961,0.6049819873208064,0
369277,0.42975947459958824,0
42867,0.4876689218260639,0
84626,0.4265806778826439,0
12390,0.39636915910248066,0
32693,1.2778246499023045,0
32860,0.3776194332200951,0
128754,0.3776194332200951,0
168159,0.40550426824194147,0
34789,1.017593917873007,0
62960,0.6017972150820307,0
113510,0.3776194332200951,0
270001,0.8449564608760433,0
32273,1.0686334649572093,0
40764,0.42760615812993374,0
19381,0.6767045972554233,0
21258,0.9851701033903166,0
19758,0.6230379019245395,0
193836,0.6985959514571759,1082331758592
23939,0.6820453097180236,0
398530,0.6985959514571759,1486058684417
35907,0.4955059314953245,0
9052,0.7186597695232831,0
9684,1.54624982925256,0
54404,1.1047793419190155,0
294,0.4343709188538533,0
6386,3.4412673386951482,0
58448,2.031779877409681,0
204818,0.3776194332200951,0
18067,0.5381076923386355,0
379282,2.0652891188207256,0
27144,0.5773643497672455,0
38175,2.4574747982085547,0
112211,0.3776194332200951,644245094400
250080,1.720672628261366,0
20762,0.3858322486973252,0
250742,0.3776194332200951,0
290760,0.9725524424136619,0
145647,0.7240000685713058,0
42788,0.5274737367978878,0
171072,0.7501828962475916,0
372852,0.4270604650109223,0
27522,0.3776194332200951,764504178690
54379,2.6978954333913268,0
142957,0.3776194332200951,0
249641,0.3776194332200951,0
323922,0.3776194332200951,0
151331,0.4291453360372513,0
125885,0.3776194332200951,0
101117,0.3776194332200951,0
125290,0.5568574182210211,0
25198,0.7069264201664331,0
199801,0.38653544761556957,0
282753,1.594868509056062,0
205091,0.5760146430683319,0
190107,0.7156043544227729,0
448993,0.6985959514571759,0
13993,0.3776194332200951,0
4775,1.4219985537429924,0
156461,0.6208241802490749,0
86373,3.047076858442279,0
110793,0.3909934548133068,0
151269,0.3973177158207789,0
9105,0.4685508027293844,0
36860,2.2154360810827733,0
22795,0.7427302227147745,0
40052,2.456350467989328,0
18127,0.3929040293266227,0
